PaymentID,LoanID,AmountPaid,PaymentDate,RemainingBalance
3307,513,66778.95,2026-07-05,405046.55
3308,513,35603.65,2029-03-07,369442.9
3309,513,100423.68,2032-01-14,269019.22
3310,513,63699.82,2032-05-27,205319.4
3311,513,28285.61,2033-03-16,177033.79
3312,513,25613.8,2033-04-09,151419.99
3313,514,107385.43,2021-01-29,313235.93
3314,514,86868.69,2021-02-25,226367.24
3315,514,51726.78,2021-08-17,174640.46
3316,514,45176.46,2021-09-30,129464.0
3317,514,28553.24,2022-04-23,100910.76
3318,514,17769.71,2022-06-16,83141.05
3319,514,8214.57,2022-08-30,74926.48
3320,514,22147.5,2022-10-22,52778.98
3321,515,67426.83,2022-06-18,423792.49
3322,515,111059.2,2024-08-05,312733.29
3323,515,70734.46,2025-09-11,241998.83
3324,515,33957.84,2026-05-28,208040.99
3325,516,34513.15,2024-11-19,180100.17
3326,516,45144.82,2025-03-24,134955.35
3327,516,10309.85,2025-12-05,124645.5
3328,516,21180.22,2026-04-10,103465.28
3329,516,18162.73,2026-08-14,85302.55
3330,516,21487.9,2027-04-25,63814.65
3331,516,10249.19,2027-06-23,53565.46
3332,517,84218.17,2026-11-12,210870.32
3333,517,26125.83,2027-09-14,184744.49
3334,517,37430.38,2029-01-12,147314.11
3335,518,26716.1,2026-08-05,258223.81
3336,518,37197.96,2027-08-29,221025.85
3337,518,38565.24,2028-04-11,182460.61
3338,518,10968.43,2029-10-13,171492.18
3339,518,17310.52,2030-08-06,154181.66
3340,518,14283.8,2032-11-04,139897.86
3341,519,3347.22,2026-01-29,25234.58
3342,519,2234.42,2026-07-12,23000.16
3343,519,4039.0,2027-01-08,18961.16
3344,519,2308.94,2028-07-19,16652.22
3345,519,3733.59,2029-03-13,12918.63
3346,519,757.36,2029-06-13,12161.27
3347,519,2925.14,2030-05-10,9236.13
3348,519,835.45,2030-10-30,8400.68
3349,519,1133.04,2032-03-16,7267.64
3350,520,22377.73,2027-09-30,79748.13
3351,520,19727.82,2028-04-05,60020.31
3352,520,15823.55,2029-03-18,44196.76
3353,521,20446.31,2021-07-11,72654.03
3354,521,9100.31,2021-09-01,63553.72
3355,521,9649.27,2021-09-26,53904.45
3356,521,4539.19,2021-10-13,49365.26
3357,521,6619.55,2022-01-19,42745.71
3358,522,3849.45,2023-11-18,21009.65
3359,522,2587.14,2024-02-18,18422.51
3360,522,2951.28,2030-01-19,15471.23
3361,523,24506.83,2021-11-12,184229.36
3362,523,54762.51,2021-12-14,129466.85
3363,523,17300.89,2022-03-11,112165.96
3364,523,19280.1,2022-07-22,92885.86
3365,523,13268.7,2022-09-05,79617.16
3366,524,77986.74,2024-07-14,207602.9
3367,524,37144.14,2025-03-18,170458.76
3368,524,23264.32,2026-01-12,147194.44
3369,524,27955.54,2026-03-06,119238.9
3370,524,20018.26,2026-10-24,99220.64
3371,524,27297.46,2029-06-18,71923.18
3372,525,3498.9,2023-05-28,23100.44
3373,525,6328.83,2023-07-05,16771.61
3374,525,2457.32,2023-07-28,14314.29
3375,525,943.44,2024-09-02,13370.85
3376,526,41554.33,2026-03-11,128406.33
3377,526,30282.53,2026-08-14,98123.8
3378,526,19426.81,2027-03-13,78696.99
3379,526,13340.94,2027-03-26,65356.05
3380,526,19142.22,2027-08-14,46213.83
3381,526,10109.59,2028-03-25,36104.24
3382,527,100210.39,2023-08-24,391536.67
3383,527,115046.5,2023-11-10,276490.17
3384,527,69481.64,2024-03-31,207008.53
3385,528,45797.79,2026-03-08,147990.57
3386,528,39874.79,2026-06-28,108115.78
3387,528,32214.65,2028-10-24,75901.13
3388,529,32866.92,2024-03-07,87842.77
3389,529,21058.22,2027-06-03,66784.55
3390,529,9620.62,2032-05-10,57163.93
3391,529,13012.11,2033-02-13,44151.82
3392,530,41395.55,2023-10-29,121514.62
3393,530,19768.36,2023-11-14,101746.26
3394,530,15551.93,2024-01-21,86194.33
3395,530,8541.51,2024-05-31,77652.82
3396,530,14156.05,2025-04-28,63496.77
3397,530,13238.99,2025-06-07,50257.78
3398,530,6712.29,2025-06-11,43545.49
3399,530,7784.35,2027-01-28,35761.14
3400,530,2915.48,2027-12-12,32845.66
3401,531,79038.27,2024-01-08,211004.63
3402,531,36683.04,2025-03-17,174321.59
3403,531,41040.18,2026-04-11,133281.41
3404,531,10161.12,2026-08-22,123120.29
3405,531,23286.44,2026-09-10,99833.85
3406,531,8107.65,2026-11-04,91726.2
3407,531,25525.13,2027-11-28,66201.07
3408,532,72899.98,2024-02-12,383976.07
3409,532,70130.72,2029-10-13,313845.35
3410,532,67987.86,2031-03-29,245857.49
3411,532,24223.17,2031-04-29,221634.32
3412,532,19432.62,2032-01-29,202201.7
3413,533,53728.21,2022-10-17,230899.05
3414,533,44648.98,2022-11-25,186250.07
3415,533,52118.18,2022-11-27,134131.89
3416,533,25743.99,2023-10-13,108387.9
3417,533,16511.87,2024-12-17,91876.03
3418,533,16610.53,2025-03-24,75265.5
3419,533,5333.73,2025-05-13,69931.77
3420,533,13892.26,2025-12-01,56039.51
3421,534,6792.87,2023-10-26,77777.26
3422,534,15995.83,2023-12-01,61781.43
3423,534,12603.24,2023-12-13,49178.19
3424,534,5224.3,2025-03-31,43953.89
3425,535,47976.85,2022-01-04,192872.01
3426,535,24154.06,2022-02-20,168717.95
3427,535,21652.24,2023-01-03,147065.71
3428,535,38597.99,2023-04-20,108467.72
3429,535,17287.63,2023-11-25,91180.09
3430,535,19815.95,2024-07-12,71364.14
3431,535,16314.38,2024-09-03,55049.76
3432,535,10937.44,2025-02-24,44112.32
3433,535,7215.65,2025-05-09,36896.67
3434,535,1975.03,2026-05-13,34921.64
3435,536,22773.76,2021-05-05,131662.01
3436,536,24049.59,2021-08-06,107612.42
3437,536,13218.47,2022-05-17,94393.95
3438,536,24677.11,2023-07-04,69716.84
3439,537,41381.11,2021-07-13,151489.92
3440,537,29430.82,2021-08-05,122059.1
3441,537,16518.76,2022-01-03,105540.34
3442,537,13509.79,2022-03-02,92030.55
3443,537,20990.27,2022-04-09,71040.28
3444,537,16297.41,2022-06-23,54742.87
3445,537,3599.28,2022-09-26,51143.59
3446,537,3507.29,2022-11-01,47636.3
3447,537,3795.44,2023-01-05,43840.86
3448,537,7593.79,2023-01-12,36247.07
3449,538,41032.3,2022-02-09,199587.84
3450,538,30023.32,2022-03-02,169564.52
3451,538,45792.85,2022-10-31,123771.67
3452,538,33355.34,2023-08-21,90416.33
3453,538,25770.79,2024-03-11,64645.54
3454,538,3839.65,2024-04-06,60805.89
3455,539,70695.34,2024-10-21,172022.43
3456,539,22074.61,2024-12-13,149947.82
3457,539,29482.98,2025-06-03,120464.84
3458,539,21256.21,2025-06-17,99208.63
3459,539,23449.95,2026-02-06,75758.68
3460,539,22664.67,2026-02-09,53094.01
3461,539,6144.08,2026-02-25,46949.93
3462,539,3202.95,2026-02-27,43746.98
3463,539,10679.47,2026-03-08,33067.51
3464,539,5046.47,2026-08-13,28021.04
3465,540,42212.36,2022-10-09,173093.75
3466,540,32942.31,2022-10-16,140151.44
3467,540,8978.06,2023-09-27,131173.38
3468,540,33681.93,2024-07-24,97491.45
3469,540,20607.81,2027-07-06,76883.64
3470,541,34229.24,2025-07-29,317558.32
3471,541,25605.58,2025-12-26,291952.74
3472,541,15846.57,2026-05-19,276106.17
3473,541,44910.79,2026-10-27,231195.38
3474,541,13373.91,2028-09-06,217821.47
3475,541,26980.64,2029-04-01,190840.83
3476,541,26223.06,2030-02-26,164617.77
3477,541,15746.13,2030-08-23,148871.64
3478,541,30800.7,2031-03-10,118070.94
3479,541,23920.18,2031-11-21,94150.76
3480,542,106815.22,2024-04-26,280154.14
3481,542,29004.41,2024-08-01,251149.73
3482,542,21356.27,2024-10-03,229793.46
3483,542,47375.58,2024-11-12,182417.88
3484,542,33999.32,2026-05-22,148418.56
3485,542,30031.07,2026-07-10,118387.49
3486,542,29815.43,2026-08-10,88572.06
3487,542,8984.96,2027-01-28,79587.1
3488,542,9160.44,2027-10-06,70426.66
3489,542,17151.03,2028-05-18,53275.63
3490,543,64544.13,2023-02-22,274924.66
3491,543,68533.53,2024-02-29,206391.13
3492,543,13039.86,2024-09-07,193351.27
3493,543,51676.57,2024-11-02,141674.7
3494,543,25543.42,2025-03-05,116131.28
3495,544,22939.02,2021-11-13,321614.68
3496,544,71611.16,2022-02-22,250003.52
3497,544,59215.5,2022-03-03,190788.02
3498,544,46738.0,2023-06-07,144050.02
3499,544,28671.22,2023-08-05,115378.8
3500,544,17849.32,2024-08-25,97529.48
3501,544,6773.05,2025-05-06,90756.43
3502,545,123113.51,2021-11-06,306976.71
3503,545,67050.68,2022-07-12,239926.03
3504,545,56891.94,2023-12-18,183034.09
3505,545,30544.92,2024-03-12,152489.17
3506,546,32073.27,2023-01-21,454866.13
3507,546,92322.59,2029-03-31,362543.54
3508,546,72670.31,2029-07-23,289873.23
3509,546,83857.39,2030-07-23,206015.84
3510,546,15917.67,2030-10-29,190098.17
3511,547,15689.45,2023-12-24,74144.03
3512,547,7797.13,2024-02-27,66346.9
3513,547,18550.78,2025-02-12,47796.12
3514,547,12881.68,2025-03-14,34914.44
3515,547,4945.92,2026-03-16,29968.52
3516,547,3189.24,2026-03-23,26779.28
3517,547,7035.41,2026-06-03,19743.87
3518,547,2023.97,2026-06-09,17719.9
3519,547,1483.22,2026-11-29,16236.68
3520,547,4449.28,2027-09-23,11787.4
3521,548,25527.99,2021-06-01,193179.06
3522,548,55476.08,2023-03-05,137702.98
3523,548,22751.98,2023-09-27,114951.0
3524,548,32924.65,2024-12-01,82026.35
3525,548,20956.6,2024-12-19,61069.75
3526,548,18032.95,2026-08-05,43036.8
3527,548,11043.71,2028-01-08,31993.09
3528,549,2282.3,2025-03-26,31285.61
3529,549,9015.78,2025-04-10,22269.83
3530,549,5666.66,2025-06-18,16603.17
3531,549,2481.71,2025-11-21,14121.46
3532,549,3066.25,2026-10-23,11055.21
3533,549,928.84,2027-01-01,10126.37
3534,549,1359.83,2028-03-25,8766.54
3535,549,828.31,2028-11-02,7938.23
3536,550,20174.4,2026-07-31,293209.55
3537,550,63304.97,2026-12-15,229904.58
3538,550,62922.83,2027-05-01,166981.75
3539,551,19167.91,2024-02-23,129632.8
3540,551,18370.3,2024-04-06,111262.5
3541,551,23443.74,2024-08-17,87818.76
3542,551,6080.73,2026-01-23,81738.03
3543,551,4918.56,2026-06-02,76819.47
3544,551,15187.98,2026-07-22,61631.49
3545,551,6316.27,2026-10-26,55315.22
3546,551,14523.4,2028-04-01,40791.82
3547,551,5614.94,2028-04-05,35176.88
3548,552,28215.12,2022-07-13,179460.09
3549,552,27679.59,2022-08-10,151780.5
3550,552,29287.03,2022-09-04,122493.47
3551,552,35175.81,2023-04-16,87317.66
3552,552,21113.97,2023-06-16,66203.69
3553,552,19779.05,2023-08-08,46424.64
3554,552,12323.69,2023-09-14,34100.95
3555,552,7430.88,2024-11-27,26670.07
3556,553,55876.97,2024-01-29,193771.23
3557,553,15584.75,2024-03-17,178186.48
3558,553,48230.17,2025-03-27,129956.31
3559,553,16435.01,2025-06-20,113521.3
3560,553,20435.4,2025-10-08,93085.9
3561,554,6755.48,2023-02-13,114519.75
3562,554,9989.32,2023-03-25,104530.43
3563,554,15921.98,2025-06-18,88608.45
3564,554,4539.31,2025-06-18,84069.14
3565,554,19263.68,2026-05-11,64805.46
3566,554,19244.93,2026-08-10,45560.53
3567,554,9674.38,2027-06-01,35886.15
3568,554,2237.23,2027-08-19,33648.92
3569,554,6682.65,2028-05-20,26966.27
3570,555,12868.49,2023-11-01,112346.82
3571,555,9804.21,2023-11-11,102542.61
3572,555,29892.83,2024-04-20,72649.78
3573,555,11923.08,2025-08-22,60726.7
3574,555,6441.91,2025-10-20,54284.79
3575,555,14193.53,2026-05-22,40091.26
3576,555,4778.65,2026-08-13,35312.61
3577,555,5758.4,2026-12-12,29554.21
3578,555,2367.11,2028-01-14,27187.1
3579,555,6747.31,2028-03-26,20439.79
3580,556,61180.42,2022-03-21,194866.49
3581,556,37174.78,2022-06-17,157691.71
3582,556,11251.61,2022-07-25,146440.1
3583,556,35813.36,2022-10-23,110626.74
3584,556,20548.91,2023-01-12,90077.83
3585,556,14086.32,2023-01-29,75991.51
3586,557,16458.41,2022-07-10,258395.13
3587,557,25469.69,2022-09-02,232925.44
3588,557,29797.5,2022-09-25,203127.94
3589,557,46725.82,2025-01-29,156402.12
3590,557,30209.07,2025-04-02,126193.05
3591,558,28475.21,2024-12-21,178177.61
3592,558,14344.2,2025-10-18,163833.41
3593,558,11260.8,2025-12-09,152572.61
3594,558,45716.7,2026-05-12,106855.91
3595,558,30514.0,2026-07-22,76341.91
3596,558,21373.95,2026-09-06,54967.96
3597,558,16063.07,2027-03-19,38904.89
3598,558,7080.08,2027-10-30,31824.81
3599,558,8004.34,2027-11-19,23820.47
3600,559,55254.64,2020-09-15,183063.39
3601,559,40806.3,2020-10-08,142257.09
3602,559,32708.94,2020-10-15,109548.15
3603,559,8901.5,2020-11-08,100646.65
3604,559,28341.48,2021-07-14,72305.17
3605,560,9604.56,2022-04-11,50395.32
3606,560,9667.55,2023-04-12,40727.77
3607,560,11536.91,2024-07-25,29190.86
3608,560,5369.14,2026-01-22,23821.72
3609,560,6734.8,2028-06-17,17086.92
3610,560,1120.15,2029-02-08,15966.77
3611,561,105976.89,2021-07-03,339241.16
3612,561,86299.82,2022-10-18,252941.34
3613,561,36413.14,2023-12-04,216528.2
3614,561,47466.71,2024-04-08,169061.49
3615,561,27666.55,2025-05-04,141394.94
3616,562,11288.15,2024-01-06,120574.64
3617,562,14839.94,2026-06-05,105734.7
3618,562,19760.06,2027-05-07,85974.64
3619,562,10389.65,2030-07-01,75584.99
3620,562,11175.24,2030-10-09,64409.75
3621,563,63715.61,2023-11-09,205446.06
3622,563,55414.01,2024-01-03,150032.05
3623,563,24271.14,2024-02-24,125760.91
3624,563,9493.98,2024-03-12,116266.93
3625,563,7398.91,2024-04-06,108868.02
3626,563,10617.62,2024-06-26,98250.4
3627,563,10003.39,2024-06-30,88247.01
3628,564,24758.64,2024-08-30,61284.44
3629,564,16500.14,2025-10-04,44784.3
3630,564,10487.55,2025-10-12,34296.75
3631,564,5165.96,2025-11-01,29130.79
3632,564,7710.79,2026-01-05,21420.0
3633,564,1912.13,2026-02-18,19507.87
3634,564,1018.22,2026-02-27,18489.65
3635,564,4208.68,2026-05-11,14280.97
3636,564,1881.54,2026-05-16,12399.43
3637,565,21410.86,2022-04-05,127472.91
3638,565,29872.41,2022-07-30,97600.5
3639,565,29057.91,2022-10-04,68542.59
3640,565,7754.8,2023-09-08,60787.79
3641,565,6887.05,2025-03-04,53900.74
3642,566,3679.85,2022-04-01,62449.24
3643,566,5842.4,2022-07-10,56606.84
3644,566,12971.35,2022-12-04,43635.49
3645,566,3278.67,2023-05-06,40356.82
3646,566,3085.17,2023-08-09,37271.65
3647,566,7585.67,2024-10-10,29685.98
3648,566,6599.2,2024-12-18,23086.78
3649,566,5259.68,2024-12-27,17827.1
3650,566,2096.7,2025-08-13,15730.4
3651,566,4256.43,2026-03-12,11473.97
3652,567,21939.41,2022-05-14,52294.8
3653,567,6074.43,2022-08-25,46220.37
3654,567,8674.2,2024-01-14,37546.17
3655,567,6564.04,2026-02-09,30982.13
3656,567,7758.44,2026-02-20,23223.69
3657,568,63576.29,2025-07-05,152431.79
3658,568,40021.17,2027-04-03,112410.62
3659,568,25594.93,2029-06-15,86815.69
3660,568,4563.75,2030-03-31,82251.94
3661,568,9216.03,2032-05-22,73035.91
3662,568,15016.93,2032-06-04,58018.98
3663,569,83049.82,2020-07-04,201079.35
3664,569,52943.65,2020-09-29,148135.7
3665,569,38311.64,2021-01-11,109824.06
3666,569,31418.65,2021-07-29,78405.41
3667,569,8618.43,2022-02-06,69786.98
3668,569,16183.48,2022-03-22,53603.5
3669,569,8564.13,2022-06-09,45039.37
3670,570,52476.16,2027-03-18,163279.96
3671,570,40963.25,2027-08-30,122316.71
3672,570,33239.74,2033-01-12,89076.97
3673,570,19477.02,2033-03-22,69599.95
3674,570,4363.75,2034-04-20,65236.2
3675,570,16811.53,2034-04-21,48424.67
3676,571,95696.84,2022-02-06,291469.12
3677,571,51966.63,2022-06-19,239502.49
3678,571,15805.39,2022-06-26,223697.1
3679,571,24381.17,2022-07-02,199315.93
3680,571,46399.89,2022-08-20,152916.04
3681,571,31065.64,2022-09-23,121850.4
3682,571,28483.06,2022-10-15,93367.34
3683,571,11182.8,2022-11-28,82184.54
3684,571,14523.86,2022-12-04,67660.68
3685,572,41324.2,2026-08-18,260030.41
3686,572,44679.72,2029-04-04,215350.69
3687,572,43357.52,2029-09-25,171993.17
3688,572,33342.3,2029-11-13,138650.87
3689,572,40073.86,2029-12-13,98577.01
3690,572,14242.87,2031-04-13,84334.14
3691,572,5689.01,2031-05-25,78645.13
3692,572,14321.69,2032-05-11,64323.44
3693,572,16120.13,2033-01-22,48203.31
3694,573,17876.3,2021-07-08,43584.81
3695,573,5102.11,2023-02-25,38482.7
3696,573,3385.24,2027-06-25,35097.46
3697,573,9257.49,2027-08-31,25839.97
3698,574,50472.29,2026-10-10,180944.52
3699,574,43499.19,2027-07-05,137445.33
3700,574,29584.88,2028-03-09,107860.45
3701,575,55967.85,2022-05-09,254719.24
3702,575,16177.53,2023-04-06,238541.71
3703,575,38142.04,2024-07-15,200399.67
3704,575,48401.33,2024-08-21,151998.34
3705,575,17888.31,2025-08-03,134110.03
3706,575,8457.33,2025-10-15,125652.7
3707,576,39350.13,2021-03-20,363291.9
3708,576,79973.33,2021-06-10,283318.57
3709,576,84270.77,2021-10-24,199047.8
3710,576,26625.33,2022-09-07,172422.47
3711,576,31621.5,2024-07-25,140800.97
3712,576,23147.84,2025-04-03,117653.13
3713,576,22691.88,2027-01-18,94961.25
3714,576,25481.35,2027-02-27,69479.9
3715,576,4634.92,2027-06-06,64844.98
3716,577,4409.55,2024-10-18,61959.05
3717,577,5493.46,2025-01-16,56465.59
3718,577,4823.68,2025-07-17,51641.91
3719,577,14809.98,2031-10-05,36831.93
3720,578,117667.55,2023-10-31,366320.4
3721,578,36431.56,2025-05-04,329888.84
3722,578,92218.8,2028-04-25,237670.04
3723,579,60910.37,2023-07-09,202736.34
3724,579,40591.06,2025-09-14,162145.28
3725,579,19167.13,2028-01-20,142978.15
3726,579,17108.96,2028-04-14,125869.19
3727,579,37036.27,2028-07-22,88832.92
3728,580,27013.48,2024-11-22,407421.98
3729,580,119329.27,2026-04-03,288092.71
3730,580,50885.31,2026-06-07,237207.4
3731,580,29692.53,2026-08-05,207514.87
3732,580,19578.38,2026-11-10,187936.49
3733,580,29521.76,2027-03-27,158414.73
3734,580,44764.08,2027-05-04,113650.65
3735,580,25507.96,2027-11-14,88142.69
3736,581,17597.01,2025-03-18,197924.51
3737,581,32398.59,2025-05-18,165525.92
3738,581,35375.03,2025-11-28,130150.89
3739,581,15982.83,2026-03-20,114168.06
3740,581,18241.27,2026-04-16,95926.79
3741,581,22722.92,2027-01-25,73203.87
3742,581,6869.29,2027-07-18,66334.58
3743,581,12323.42,2027-12-31,54011.16
3744,582,27844.69,2025-04-08,275272.62
3745,582,34026.93,2025-08-10,241245.69
3746,582,65865.27,2026-02-17,175380.42
3747,582,11433.65,2026-02-25,163946.77
3748,582,45976.57,2026-10-16,117970.2
3749,582,30279.75,2027-01-18,87690.45
3750,582,18692.02,2027-06-30,68998.43
3751,582,14010.51,2027-11-16,54987.92
3752,582,7076.1,2028-01-22,47911.82
3753,583,45803.08,2025-11-16,129394.18
3754,583,26486.16,2026-03-14,102908.02
3755,583,25707.23,2029-07-22,77200.79
3756,584,40911.12,2023-11-17,268194.65
3757,584,41813.4,2024-08-02,226381.25
3758,584,57188.15,2025-04-08,169193.1
3759,584,18354.28,2025-04-15,150838.82
3760,584,29466.5,2025-11-25,121372.32
3761,584,26978.79,2026-08-27,94393.53
3762,584,6197.22,2026-09-04,88196.31
3763,584,4783.15,2027-04-01,83413.16
3764,584,14131.93,2027-11-23,69281.23
3765,585,46894.63,2023-07-28,122832.34
3766,585,22443.95,2024-12-17,100388.39
3767,585,29840.58,2025-03-17,70547.81
3768,585,21098.54,2026-06-17,49449.27
3769,585,7590.12,2027-10-19,41859.15
3770,585,5149.7,2028-07-23,36709.45
3771,585,2658.49,2030-06-15,34050.96
3772,585,7868.0,2030-11-17,26182.96
3773,586,43474.73,2024-01-17,315609.36
3774,586,91958.79,2025-03-15,223650.57
3775,586,48870.76,2025-05-23,174779.81
3776,586,26149.18,2027-07-01,148630.63
3777,587,73715.66,2024-11-09,175775.38
3778,587,52306.77,2025-07-28,123468.61
3779,587,27196.13,2025-08-23,96272.48
3780,587,13844.04,2025-10-16,82428.44
3781,587,20196.8,2026-05-28,62231.64
3782,587,14108.81,2026-06-29,48122.83
3783,587,4352.88,2026-08-28,43769.95
3784,588,10817.97,2022-08-20,54075.21
3785,588,6549.0,2022-10-28,47526.21
3786,588,3078.52,2023-03-31,44447.69
3787,588,10158.88,2024-08-09,34288.81
3788,588,8783.16,2024-11-06,25505.65
3789,588,5403.28,2026-09-01,20102.37
3790,588,5824.54,2026-10-29,14277.83
3791,588,3301.67,2027-10-11,10976.16
3792,588,606.53,2028-02-02,10369.63
3793,588,1983.88,2029-05-09,8385.75
3794,589,12827.35,2025-05-08,33110.89
3795,589,8676.51,2025-05-24,24434.38
3796,589,7033.37,2025-06-28,17401.01
3797,589,2870.89,2026-10-31,14530.12
3798,589,3713.18,2027-12-30,10816.94
3799,590,49599.19,2025-07-22,432892.98
3800,590,119407.23,2025-08-23,313485.75
3801,590,73196.2,2025-12-15,240289.55
3802,590,57728.83,2027-05-22,182560.72
3803,590,23922.71,2028-07-16,158638.01
3804,590,45391.44,2029-06-12,113246.57
3805,590,8944.25,2030-04-09,104302.32
3806,591,101285.18,2024-01-28,352877.85
3807,591,89602.68,2024-08-12,263275.17
3808,591,57731.95,2025-02-13,205543.22
3809,591,12703.86,2025-05-20,192839.36
3810,591,25299.42,2025-09-07,167539.94
3811,591,34011.11,2025-12-09,133528.83
3812,591,21864.0,2026-06-03,111664.83
3813,591,14742.46,2027-10-24,96922.37
3814,591,20877.1,2028-11-11,76045.27
3815,591,12738.51,2029-01-18,63306.76
3816,592,35343.15,2026-01-08,92022.92
3817,592,27355.25,2026-10-27,64667.67
3818,592,9539.8,2028-09-12,55127.87
3819,592,14339.37,2029-09-27,40788.5
3820,592,7571.74,2031-08-27,33216.76
3821,592,5395.14,2033-02-04,27821.62
3822,593,32693.93,2021-08-11,179773.45
3823,593,10058.45,2022-07-17,169715.0
3824,593,10860.24,2022-12-06,158854.76
3825,593,37712.28,2023-03-17,121142.48
3826,593,18187.04,2023-04-20,102955.44
3827,594,28999.27,2026-07-18,442421.07
3828,594,100042.92,2026-09-25,342378.15
3829,594,32024.19,2029-02-04,310353.96
3830,594,19572.74,2029-05-01,290781.22
3831,595,30436.54,2021-12-04,231019.03
3832,595,21619.28,2022-02-28,209399.75
3833,595,55794.89,2024-03-04,153604.86
3834,595,15942.23,2024-03-14,137662.63
3835,596,34067.56,2024-08-28,83509.89
3836,596,14511.61,2024-09-14,68998.28
3837,596,7928.94,2026-08-12,61069.34
3838,596,14078.44,2029-07-21,46990.9
3839,596,13473.05,2030-04-03,33517.85
3840,596,5265.68,2032-11-17,28252.17
3841,596,2218.31,2033-03-25,26033.86
3842,597,15755.11,2026-01-03,95044.01
3843,597,23995.89,2030-03-23,71048.12
3844,597,19330.38,2030-10-29,51717.74
3845,597,12654.48,2030-12-06,39063.26
3846,598,65312.67,2023-04-15,391610.61
3847,598,21917.91,2023-10-08,369692.7
3848,598,71179.51,2023-10-26,298513.19
3849,598,54683.06,2023-11-03,243830.13
3850,599,17146.46,2020-11-11,142347.4
3851,599,21011.55,2021-01-23,121335.85
3852,599,13151.82,2021-04-05,108184.03
3853,599,9046.0,2021-06-14,99138.03
3854,599,5934.53,2021-10-01,93203.5
3855,599,25093.45,2021-11-28,68110.05
3856,600,28939.75,2022-10-18,143400.33
3857,600,37064.31,2022-11-11,106336.02
3858,600,11574.55,2023-01-05,94761.47
3859,600,13889.21,2023-04-13,80872.26
3860,600,5398.61,2023-04-18,75473.65
3861,600,14876.19,2023-06-11,60597.46
3862,600,6964.4,2023-06-26,53633.06
3863,600,4192.54,2023-07-10,49440.52
3864,600,13081.16,2023-07-15,36359.36
3865,600,5896.72,2023-08-13,30462.64
3866,601,9356.48,2022-03-29,48641.87
3867,601,13029.97,2023-03-18,35611.9
3868,601,6051.57,2024-08-22,29560.33
3869,601,2127.72,2025-01-30,27432.61
3870,601,5113.68,2025-10-30,22318.93
3871,601,5019.03,2026-12-23,17299.9
3872,601,2811.83,2027-01-30,14488.07
3873,601,887.64,2027-08-20,13600.43
3874,601,1449.95,2027-12-28,12150.48
3875,602,14547.99,2023-03-18,143952.57
3876,602,7376.95,2023-05-05,136575.62
3877,602,27077.61,2023-05-17,109498.01
3878,602,5559.28,2023-06-13,103938.73
3879,602,19975.91,2023-11-02,83962.82
3880,602,16692.09,2024-01-22,67270.73
3881,602,10612.5,2024-03-01,56658.23
3882,602,8325.75,2024-07-30,48332.48
3883,603,102324.21,2022-06-01,359968.13
3884,603,107579.19,2022-12-14,252388.94
3885,603,62910.78,2023-08-14,189478.16
3886,604,7304.39,2024-05-01,79623.05
3887,604,10306.22,2024-05-20,69316.83
3888,604,16807.38,2024-06-02,52509.45
3889,604,4254.52,2024-07-12,48254.93
3890,604,11466.03,2024-09-02,36788.9
3891,604,5574.21,2024-10-17,31214.69
3892,604,7429.68,2024-11-14,23785.01
3893,604,4734.73,2025-02-07,19050.28
3894,604,3589.07,2025-02-16,15461.21
3895,604,1031.81,2025-03-08,14429.4
3896,605,9289.72,2023-04-14,168776.37
3897,605,41717.06,2023-04-29,127059.31
3898,605,16926.33,2023-05-14,110132.98
3899,605,30284.86,2023-07-18,79848.12
3900,605,8768.94,2023-09-22,71079.18
3901,605,16737.38,2023-10-31,54341.8
3902,605,10041.16,2024-07-10,44300.64
3903,605,2259.08,2025-02-04,42041.56
3904,605,8039.41,2025-05-22,34002.15
3905,606,2475.15,2021-05-11,13319.57
3906,606,1055.05,2025-08-12,12264.52
3907,606,807.08,2026-08-10,11457.44
3908,607,98991.38,2021-11-02,263565.88
3909,607,64502.59,2021-11-25,199063.29
3910,607,45627.47,2023-06-03,153435.82
3911,607,26875.53,2024-05-29,126560.29
3912,607,24559.52,2025-02-19,102000.77
3913,607,14667.46,2025-04-25,87333.31
3914,607,5515.6,2028-10-09,81817.71
3915,607,20694.65,2029-07-07,61123.06
3916,607,13855.48,2029-12-15,47267.58
3917,608,36313.71,2022-08-23,195537.8
3918,608,54500.7,2022-11-04,141037.1
3919,608,33794.48,2023-09-11,107242.62
3920,609,9315.78,2021-12-12,39340.62
3921,609,5085.44,2022-06-21,34255.18
3922,609,6227.87,2023-07-07,28027.31
3923,609,6950.97,2024-09-02,21076.34
3924,610,34048.29,2025-06-28,394381.51
3925,610,75236.68,2027-04-18,319144.83
3926,610,43012.91,2027-08-10,276131.92
3927,610,34336.0,2028-04-17,241795.92
3928,610,64280.5,2028-08-31,177515.42
3929,610,36590.05,2028-11-21,140925.37
3930,610,30929.66,2029-04-25,109995.71
3931,610,19398.78,2031-01-22,90596.93
3932,610,9489.36,2032-06-09,81107.57
3933,610,10652.85,2032-12-03,70454.72
3934,611,20571.92,2023-02-25,122954.67
3935,611,25835.24,2023-12-18,97119.43
3936,611,26915.41,2024-06-12,70204.02
3937,611,8262.38,2024-08-16,61941.64
3938,611,6376.68,2024-09-29,55564.96
3939,612,35391.08,2023-08-08,277394.8
3940,612,68841.98,2025-11-23,208552.82
3941,612,32364.51,2026-01-27,176188.31
