SalaryID,EmployeeID,BaseSalary,Bonus,Deductions,PaymentDate
1158,262,4841.8,10.17,260.02,2025-05-27
1159,263,3961.15,704.16,147.29,2025-03-28
1160,263,2243.16,109.38,173.25,2025-04-02
1161,263,4414.59,313.39,156.68,2025-04-21
1162,263,2775.57,428.8,27.09,2025-04-23
1163,263,1214.67,224.58,75.55,2025-06-08
1164,264,2992.08,333.68,135.38,2025-03-13
1165,264,2043.63,99.4,196.14,2025-05-09
1166,264,1670.49,77.92,46.82,2025-06-03
1167,265,1850.36,257.49,176.44,2025-02-09
1168,265,1539.89,169.05,86.1,2025-02-16
1169,265,3705.24,502.72,48.21,2025-03-17
1170,265,1031.9,115.55,69.51,2025-06-07
1171,266,1264.28,68.23,40.2,2025-02-15
1172,266,1096.92,143.18,16.7,2025-03-03
1173,266,1649.37,229.5,43.55,2025-04-21
1174,266,2832.52,159.51,149.07,2025-05-12
1175,267,4236.19,229.47,302.83,2025-01-05
1176,267,983.99,61.63,63.12,2025-01-13
1177,267,1358.87,253.07,1.39,2025-01-21
1178,267,1418.44,39.81,93.41,2025-04-08
1179,268,4618.26,248.14,250.85,2025-01-06
1180,268,3608.08,257.64,190.48,2025-01-12
1181,268,3498.61,493.51,257.21,2025-01-16
1182,268,3438.63,155.88,38.4,2025-03-06
1183,268,1337.63,230.51,73.12,2025-05-11
1184,269,1417.86,140.72,52.13,2024-12-24
1185,269,2104.17,327.05,56.09,2025-03-24
1186,269,1218.53,163.59,95.15,2025-04-24
1187,269,3964.22,499.73,56.46,2025-05-07
1188,269,1271.27,240.02,109.79,2025-05-30
1189,269,4203.55,579.71,373.48,2025-06-14
1190,270,4205.52,435.66,179.35,2025-02-03
1191,270,4871.36,216.45,401.59,2025-04-22
1192,270,1543.61,270.76,26.88,2025-04-29
1193,270,3845.94,728.01,157.01,2025-05-19
1194,270,4960.06,366.3,240.08,2025-06-14
1195,271,4643.81,737.82,13.42,2024-12-24
1196,271,3228.6,597.78,135.49,2025-06-13
1197,271,2617.91,458.71,130.21,2025-06-23
1198,272,3564.94,265.86,92.33,2025-01-03
1199,272,1782.1,198.85,37.46,2025-01-16
1200,272,2028.2,28.42,144.84,2025-01-22
1201,272,4266.24,807.17,156.59,2025-02-15
1202,272,1615.57,126.63,10.04,2025-05-09
1203,273,2786.92,61.78,190.94,2025-01-13
1204,273,1747.74,109.59,42.95,2025-03-04
1205,273,3441.64,294.72,115.09,2025-03-10
1206,273,3340.6,190.83,209.93,2025-06-09
1207,273,4511.86,103.91,119.57,2025-06-20
1208,274,2642.56,260.68,220.01,2025-02-13
1209,274,3609.46,477.28,156.42,2025-02-23
1210,274,1622.58,267.37,144.35,2025-03-29
1211,274,2313.02,455.9,92.65,2025-05-10
1212,274,2516.96,314.05,187.4,2025-06-03
1213,275,1636.94,29.11,128.29,2025-03-07
1214,275,1651.21,272.93,17.5,2025-03-10
1215,275,3228.14,176.18,274.16,2025-03-16
1216,275,4319.3,799.68,0.29,2025-03-31
1217,275,3540.42,597.96,195.33,2025-04-16
1218,275,1312.32,1.73,27.95,2025-05-07
1219,276,3194.25,39.06,241.65,2024-12-29
1220,276,2497.93,294.36,170.71,2025-02-04
1221,276,3804.8,728.28,362.43,2025-04-08
1222,276,2825.57,4.88,113.52,2025-04-15
1223,276,3320.43,462.45,268.09,2025-05-17
1224,277,4495.65,510.27,29.8,2025-01-03
1225,277,3346.26,261.07,7.71,2025-01-25
1226,277,3379.97,589.02,216.4,2025-02-07
1227,277,3597.71,557.05,340.27,2025-02-19
1228,277,1829.03,41.66,131.95,2025-04-13
1229,277,4511.66,338.36,345.33,2025-05-04
1230,278,2913.08,163.1,54.34,2024-12-27
1231,278,4217.86,694.81,359.52,2025-02-01
1232,278,1741.33,281.38,91.58,2025-05-29
1233,279,1418.7,258.88,12.31,2025-01-01
1234,279,3353.96,88.43,286.35,2025-03-16
1235,279,1600.49,266.79,154.61,2025-04-29
1236,279,4340.56,71.78,84.08,2025-05-08
1237,279,4619.18,602.98,346.79,2025-05-22
1238,279,3298.36,1.59,37.27,2025-05-25
1239,280,1687.3,90.71,103.94,2025-01-03
1240,280,1136.93,5.16,62.18,2025-06-06
1241,280,2166.32,123.74,195.38,2025-06-11
1242,281,1435.55,246.99,120.97,2025-02-07
1243,281,1152.47,210.92,7.08,2025-03-19
1244,281,4611.27,389.76,284.71,2025-03-22
1245,281,1311.34,155.83,102.53,2025-03-28
1246,281,3651.36,268.49,156.57,2025-04-25
1247,282,1517.34,265.31,104.85,2025-03-17
1248,282,3735.23,373.65,108.54,2025-04-09
1249,282,1485.55,5.92,142.34,2025-04-27
1250,282,4922.97,52.21,250.67,2025-05-24
1251,283,4497.84,423.39,176.97,2024-12-23
1252,283,2354.68,69.94,198.84,2025-02-06
1253,283,1170.8,175.31,57.48,2025-03-31
1254,283,2851.68,191.28,84.64,2025-03-31
1255,283,2133.01,253.5,151.86,2025-04-21
1256,284,4866.21,253.28,310.35,2025-01-19
1257,284,3380.07,104.6,278.63,2025-02-01
1258,284,1416.02,133.59,126.93,2025-03-18
1259,284,2885.18,348.32,39.2,2025-06-05
1260,285,2037.23,10.89,102.03,2025-02-13
1261,285,1819.1,5.65,88.54,2025-03-22
1262,285,4478.68,379.96,432.98,2025-04-26
1263,285,3832.05,28.11,48.33,2025-05-29
1264,286,820.01,152.97,15.0,2025-03-20
1265,286,3962.84,169.55,98.26,2025-05-08
1266,286,1761.14,133.87,138.24,2025-05-08
1267,286,1360.35,41.35,98.39,2025-05-11
1268,287,2222.29,181.8,202.98,2025-01-06
1269,287,4185.39,633.87,93.13,2025-01-30
1270,287,1473.82,263.59,104.71,2025-02-02
1271,287,3475.03,342.46,13.57,2025-03-02
1272,287,4155.87,275.56,301.82,2025-04-25
1273,288,3844.95,151.53,2.06,2025-03-07
1274,288,2893.39,381.54,272.11,2025-05-25
1275,288,4492.17,301.51,353.79,2025-06-11
1276,289,2642.52,68.94,246.82,2025-01-21
1277,289,2514.75,419.48,149.25,2025-04-21
1278,289,1174.68,59.68,97.3,2025-06-12
1279,290,3696.42,174.08,266.61,2025-01-04
1280,290,2811.39,543.96,7.61,2025-01-07
1281,290,4723.0,706.05,187.32,2025-04-21
1282,291,2255.73,382.51,41.33,2025-01-26
1283,291,4939.51,809.0,213.79,2025-02-26
1284,291,2191.69,124.22,218.73,2025-03-11
1285,291,1313.85,97.88,107.18,2025-04-29
1286,291,4435.34,750.47,230.17,2025-06-08
1287,291,4057.51,585.49,257.07,2025-06-16
1288,292,878.65,39.2,52.23,2025-01-02
1289,292,1351.93,269.46,70.14,2025-01-03
1290,292,1544.49,36.25,50.34,2025-01-31
1291,292,4766.87,582.33,410.71,2025-03-21
1292,292,4664.55,11.26,160.23,2025-04-11
1293,293,1772.98,237.51,41.49,2025-02-26
1294,293,2422.25,137.07,187.83,2025-03-31
1295,293,4003.71,722.35,282.73,2025-06-23
1296,294,2966.08,482.99,114.17,2025-01-01
1297,294,4940.41,877.15,60.98,2025-03-07
1298,294,3160.52,349.06,234.62,2025-04-04
1299,294,2975.0,422.01,253.47,2025-05-23
1300,295,1338.04,112.23,126.87,2025-01-22
1301,295,3178.65,633.89,42.52,2025-02-03
1302,295,4756.25,207.18,323.59,2025-04-05
1303,295,3295.19,401.86,68.79,2025-04-18
1304,295,3552.41,270.68,136.14,2025-05-05
1305,295,4330.25,204.15,18.92,2025-05-09
1306,296,1960.35,111.32,162.1,2025-01-14
1307,296,1891.52,212.06,96.08,2025-03-12
1308,296,800.06,71.55,78.0,2025-03-17
1309,296,3320.55,182.38,82.33,2025-04-04
1310,296,1721.85,311.06,0.33,2025-05-02
1311,296,1420.14,72.57,102.9,2025-05-17
1312,297,1909.54,294.6,13.04,2025-01-01
1313,297,4905.85,711.76,266.32,2025-02-21
1314,297,4711.42,367.34,172.44,2025-03-29
1315,297,3277.31,235.07,246.7,2025-04-14
1316,297,3879.49,283.48,321.31,2025-05-07
1317,297,856.06,158.91,79.09,2025-05-25
1318,298,1187.38,151.02,79.86,2025-04-15
1319,298,3217.32,311.54,152.5,2025-04-24
1320,298,1951.77,171.2,78.59,2025-06-20
1321,299,3805.75,424.39,118.65,2025-01-22
1322,299,3261.73,503.17,279.45,2025-01-30
1323,299,1825.28,119.0,117.43,2025-03-27
1324,299,4539.08,613.36,104.12,2025-05-02
1325,299,1656.37,295.55,81.46,2025-05-12
1326,300,3337.42,249.56,260.07,2025-02-20
1327,300,3178.06,89.83,248.88,2025-05-11
1328,300,3608.0,108.59,59.68,2025-05-14
1329,300,4832.67,595.72,412.54,2025-06-02
